label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
open_palm,0.000000,0.000000,-0.313992,0.131109,-0.447797,0.401860,-0.407321,0.638127,-0.296415,0.806188,-0.564798,0.547763,-0.429531,0.903052,-0.303241,0.879562,-0.275129,0.786051,-0.365584,0.587328,-0.224520,0.963541,-0.116421,0.908797,-0.110142,0.800403,-0.124337,0.601306,0.003314,0.942403,0.067928,0.863742,0.049382,0.758263,0.123386,0.579235,0.188968,0.849898,0.225522,0.774205,0.209503,0.678938
open_palm,0.000000,0.000000,0.246343,-0.102443,0.425648,-0.255865,0.582831,-0.371347,0.718707,-0.413637,0.175168,-0.523767,0.226600,-0.722086,0.244844,-0.846605,0.251784,-0.954599,0.009300,-0.535511,0.023270,-0.750235,0.023932,-0.888933,0.019118,-0.999817,-0.148189,-0.496809,-0.188729,-0.694071,-0.211138,-0.816473,-0.223668,-0.917342,-0.291033,-0.414706,-0.389721,-0.536852,-0.453041,-0.618453,-0.495436,-0.699675
open_palm,0.000000,0.000000,0.200911,-0.125349,0.351239,-0.291076,0.474024,-0.415113,0.595397,-0.492319,0.109371,-0.518034,0.228448,-0.708832,0.304338,-0.829673,0.373891,-0.927473,-0.040424,-0.531824,-0.023224,-0.742504,-0.015230,-0.882089,-0.006106,-0.993738,-0.172617,-0.493112,-0.218139,-0.695347,-0.238297,-0.826088,-0.245649,-0.937071,-0.283109,-0.403324,-0.449988,-0.488363,-0.562317,-0.552623,-0.653435,-0.618268
open_palm,0.000000,0.000000,0.236585,-0.084230,0.421252,-0.213119,0.576769,-0.311074,0.721083,-0.348292,0.200619,-0.507055,0.311035,-0.694825,0.367325,-0.811500,0.403861,-0.914820,0.025329,-0.532607,0.047441,-0.750850,0.065707,-0.883387,0.075249,-0.995380,-0.136454,-0.501546,-0.201629,-0.694986,-0.232696,-0.821564,-0.255920,-0.931566,-0.278222,-0.422139,-0.426780,-0.533456,-0.534010,-0.603418,-0.622287,-0.676401
open_palm,0.000000,0.000000,0.070341,-0.211283,-0.008446,-0.378898,-0.175589,-0.479990,-0.326047,-0.512008,-0.120780,-0.381614,-0.319333,-0.584454,-0.455208,-0.693262,-0.553323,-0.767378,-0.267817,-0.287671,-0.555266,-0.480547,-0.703354,-0.577532,-0.774668,-0.632368,-0.386147,-0.199936,-0.664029,-0.356825,-0.761535,-0.455344,-0.780557,-0.520391,-0.465373,-0.120632,-0.696330,-0.232366,-0.780703,-0.308689,-0.806677,-0.371124
open_palm,0.000000,0.000000,0.274605,-0.065436,0.494542,-0.173276,0.630946,-0.306551,0.763438,-0.399610,0.283666,-0.467669,0.399127,-0.641731,0.465223,-0.757021,0.514961,-0.857214,0.125836,-0.503782,0.158872,-0.717711,0.185579,-0.849625,0.206147,-0.963166,-0.021152,-0.492043,-0.057028,-0.691606,-0.062196,-0.815734,-0.059551,-0.922978,-0.164190,-0.439298,-0.250399,-0.593627,-0.290420,-0.692863,-0.316398,-0.789222
open_palm,0.000000,0.000000,0.085730,-0.093651,0.152637,-0.237473,0.202936,-0.363289,0.249546,-0.457451,0.092370,-0.499152,0.119597,-0.705262,0.134298,-0.831176,0.144320,-0.936429,0.025017,-0.519674,0.020225,-0.751349,0.016989,-0.889469,0.013908,-0.999903,-0.035734,-0.492215,-0.049346,-0.704477,-0.058683,-0.839401,-0.063842,-0.948568,-0.093762,-0.424054,-0.125614,-0.576250,-0.145689,-0.677955,-0.160839,-0.768880
open_palm,0.000000,0.000000,0.249227,-0.063637,0.445691,-0.181551,0.609564,-0.261059,0.760991,-0.279936,0.201971,-0.486823,0.283481,-0.689869,0.326078,-0.820493,0.360266,-0.932849,0.037212,-0.507770,0.061323,-0.730294,0.082604,-0.870214,0.101292,-0.979533,-0.113398,-0.473189,-0.161256,-0.659103,-0.183086,-0.776085,-0.192315,-0.872633,-0.249173,-0.390004,-0.348828,-0.502148,-0.412653,-0.576180,-0.459901,-0.648397
open_palm,0.000000,0.000000,0.216817,-0.042807,0.408629,-0.133045,0.589750,-0.199965,0.769872,-0.232572,0.213331,-0.441727,0.294068,-0.630600,0.329502,-0.767813,0.346431,-0.888018,0.043152,-0.474410,0.052044,-0.701831,0.043535,-0.859247,0.020432,-0.999791,-0.119435,-0.445429,-0.167029,-0.660642,-0.203187,-0.810888,-0.239192,-0.937623,-0.266140,-0.372874,-0.422110,-0.504361,-0.540079,-0.588487,-0.640734,-0.675141
open_palm,0.000000,0.000000,0.241203,-0.064970,0.454682,-0.172216,0.652339,-0.239908,0.829473,-0.262083,0.219595,-0.457434,0.287820,-0.673377,0.311505,-0.813027,0.326347,-0.927303,0.036557,-0.475462,0.018690,-0.714076,-0.000099,-0.873696,-0.019722,-0.999806,-0.119567,-0.441672,-0.180549,-0.657490,-0.228253,-0.795611,-0.263771,-0.907252,-0.242711,-0.369620,-0.346568,-0.503915,-0.422067,-0.593749,-0.480844,-0.673507
